Description,COMMIT_HASH,COMMIT_DATE,COMMIT_YEAR,VULNERABILITY_CVE,VULNERABILITY_YEAR,VULNERABILITY_CWE,VULNERABILITY_CATEGORY,ID_Class,P_ID,Visibility,Complement,BeginLine,EndLine,NameClass,ID_File,FilePath,Patched,Occurrence,R_ID,Affected,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,ELIGIBLE_FOR_ALERTS,COMMIT_HAS_ALERTS,TOTAL_ALERTS,Flawfinder_chown,Flawfinder_gets,Flawfinder_printf,Flawfinder_strcpy,Flawfinder_access,Flawfinder_sscanf,Flawfinder_syslog,Flawfinder_crypt,Flawfinder_strcat,Flawfinder_fprintf,Flawfinder_execl,Flawfinder_vfprintf,Flawfinder_sprintf,Flawfinder_execv,Flawfinder_ShellExecute,Flawfinder__sntprintf,Flawfinder__tcscpy,Flawfinder__tcscat,Flawfinder_WinExec,Flawfinder_random,Flawfinder_getenv,Flawfinder_chroot,Flawfinder_srand,Flawfinder_LoadLibrary,Flawfinder_EnterCriticalSection,Flawfinder_InitializeCriticalSection,Flawfinder_getopt,Flawfinder_char,Flawfinder_memcpy,Flawfinder_atoi,Flawfinder_atol,Flawfinder_open,Flawfinder_fopen,Flawfinder_tmpfile,Flawfinder_wcscpy,Flawfinder_TCHAR,Flawfinder_strlen,Flawfinder_read,Flawfinder_strncat,Flawfinder_mismatch,Flawfinder_strncpy,Flawfinder_umask,Flawfinder_wcslen,Flawfinder_getc,Flawfinder__tcslen,Flawfinder_readlink,Flawfinder_chmod,Flawfinder_vsnprintf,Flawfinder_snprintf,Flawfinder_vsprintf,Flawfinder_vsscanf,Flawfinder_getlogin,Flawfinder_execvp,Flawfinder_execlp,Flawfinder_fscanf,Flawfinder_popen,Flawfinder_vprintf,Flawfinder_system,Flawfinder_wprintf,Flawfinder_scanf,Flawfinder_realpath,Flawfinder_srandom,Flawfinder_getopt_long,Flawfinder_bcopy,Flawfinder_mkstemp,Flawfinder_vfork,Flawfinder_memalign,Flawfinder_usleep,Flawfinder_getchar,Flawfinder_fgetc,Flawfinder_equal,Flawfinder_vfscanf,Flawfinder_setstate,Flawfinder_tmpnam,Flawfinder_wchar_t,Flawfinder_ulimit,Flawfinder_ssignal,Flawfinder_CopyMemory,Flawfinder_wcscat,Flawfinder__snprintf,Flawfinder_vswprintf,Flawfinder_swprintf,Flawfinder__ftprintf,Flawfinder_lstrcpyW,Flawfinder_crypt_r,Flawfinder_lstrcpy,Flawfinder_lstrcpyA,Flawfinder_fwprintf,Flawfinder__stprintf,Flawfinder__vftprintf,Flawfinder_vfwprintf,Flawfinder__vsntprintf,Flawfinder__vstprintf,Flawfinder__tscanf,Flawfinder_wscanf,Flawfinder_SetThreadToken,Flawfinder_lstrcatW,Flawfinder_getwd,Flawfinder_LoadLibraryEx,Flawfinder_GetTempFileName,Flawfinder_CreateProcess,Flawfinder_lrand48,Flawfinder_AddAccessAllowedAce,Flawfinder_drand48,Flawfinder_curl_getenv,Flawfinder_MultiByteToWideChar,Flawfinder__wtoi,Flawfinder__wtoi64,Flawfinder_wcsncpy,Flawfinder_lstrcpyn,Flawfinder__tcsncpy,Flawfinder_wcsncat,Flawfinder_execle,Flawfinder_nrand48,Flawfinder_lstrcpynA,Flawfinder_getpass,Flawfinder_fwscanf,Flawfinder_vwprintf,Flawfinder_CreateProcessAsUser,Flawfinder_g_get_home_dir,Flawfinder_mktemp,Flawfinder_lstrcat,Flawfinder_g_get_tmp_dir,Flawfinder__mbscat,Flawfinder_lstrcatA,Flawfinder_tempnam,multiclass_label,binary_label,grouped_multiclass_label
2_146cc8a17a3b4996f6805ee5c080e7101277c410_drivers/usb/serial/kl5kusb105.c_klsi_105_port_settings,146cc8a17a3b4996f6805ee5c080e7101277c410,1/10/2017 11:05,2017,CVE-2017-5549,2017,532,Other,313407502,ker1147p,default,Struct,106,112,klsi_105_port_settings,141801802,drivers/usb/serial/kl5kusb105.c,0,before,2,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,7,0,7,6,0,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c4e490cf148e85ead0d1b1c2caaba833f1d5b29f_mm/slab.c_alien_cache,c4e490cf148e85ead0d1b1c2caaba833f1d5b29f,1/11/2017 0:58,2017,CVE-2017-5546,2017,,Other,313438102,ker1148p,default,Struct,195,198,alien_cache,141816802,mm/slab.c,0,after,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_129a72a0d3c8e139a04512325384fe5ac119e74d_arch/x86/kvm/emulate.c_gprefix,129a72a0d3c8e139a04512325384fe5ac119e74d,1/12/2017 2:28,2017,CVE-2017-2584,2017,416,Memory Management,313438602,ker1150p,default,Struct,231,236,gprefix,141818802,arch/x86/kvm/emulate.c,0,before,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,6,0,6,5,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_33ab91103b3415e12457e3104f0e4517ce12d0f3_arch/x86/kvm/emulate.c_gprefix,33ab91103b3415e12457e3104f0e4517ce12d0f3,1/12/2017 14:02,2017,CVE-2017-2583,2017,,Other,313441202,ker1151p,default,Struct,231,236,gprefix,141819302,arch/x86/kvm/emulate.c,0,before,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,6,0,6,5,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_05a974efa4bdf6e2a150e3f27dc6fcf0a9ad5655_drivers/net/ieee802154/atusb.c_atusb,05a974efa4bdf6e2a150e3f27dc6fcf0a9ad5655,12/15/2016 17:40,2016,CVE-2017-5548,2017,119,Memory Management,314278202,ker1152p,default,Struct,45,66,atusb,141855502,drivers/net/ieee802154/atusb.c,0,after,2,0,0,0,0,3,16,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,14,0,0,14,0,0,0,0,0,0,0,22,3,16,15,0,12,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_6d104af38b570d37aa32a5803b04c354f8ed513d_drivers/hid/hid-corsair.c_corsair_drvdata,6d104af38b570d37aa32a5803b04c354f8ed513d,1/12/2017 17:17,2017,CVE-2017-5547,2017,119,Memory Management,314278302,ker1153p,default,Struct,38,42,corsair_drvdata,142274302,drivers/hid/hid-corsair.c,0,before,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,5,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_321027c1fe77f892f4ea07846aeae08cefbbb290_kernel/events/core.c_event_function_struct,321027c1fe77f892f4ea07846aeae08cefbbb290,1/11/2017 20:09,2017,CVE-2017-6001,2017,362,Memory Management,315083502,ker1154p,default,Struct,193,197,event_function_struct,142707502,kernel/events/core.c,0,before,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,5,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_0f2ff82e11c86c05d051cae32b58226392d33bbf_drivers/gpu/drm/vc4/vc4_gem.c_vc4_hang_state,0f2ff82e11c86c05d051cae32b58226392d33bbf,1/17/2017 10:42,2017,CVE-2017-5576,2017,190,Other,315102702,ker1156p,default,Struct,44,49,vc4_hang_state,142713902,drivers/gpu/drm/vc4/vc4_gem.c,0,before,2,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,6,1,5,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_7a7b5df84b6b4e5d599c7289526eed96541a0654_drivers/hid/hid-cp2112.c_cp2112_device,7a7b5df84b6b4e5d599c7289526eed96541a0654,1/30/2017 10:26,2017,CVE-2017-8071,2017,404,Other,316151602,[ker1160p],default,Struct,159,178,cp2112_device,143231702,drivers/hid/hid-cp2112.c,0,before,2,1,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,20,1,19,18,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2_8e9faa15469ed7c7467423db4c62aeed3ff4cae3_drivers/hid/hid-cp2112.c_cp2112_force_read_report,8e9faa15469ed7c7467423db4c62aeed3ff4cae3,1/30/2017 10:26,2017,CVE-2017-8072,2017,388,Other,316152702,ker1161p,default,Struct,123,126,cp2112_force_read_report,143231802,drivers/hid/hid-cp2112.c,0,after,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,4,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_cabfb3680f78981d26c078a26e5c748531257ebb_fs/cifs/sess.c_sess_data,cabfb3680f78981d26c078a26e5c748531257ebb,11/8/2016 2:20,2016,CVE-2018-1066,2018,476,Memory Management,316154702,ker1162p,default,Struct,552,568,sess_data,143232002,fs/cifs/sess.c,0,before,2,0,0,0,0,1,9,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,17,1,9,8,0,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_7892032cfe67f4bde6fc2ee967e45a8fbaf33756_net/ipv6/ip6_gre.c_ip6gre_net,7892032cfe67f4bde6fc2ee967e45a8fbaf33756,2/5/2017 7:18,2017,CVE-2017-5897,2017,125,Other,316450302,ker1165p,default,Struct,68,72,ip6gre_net,143344002,net/ipv6/ip6_gre.c,0,after,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,5,1,4,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_ccf7abb93af09ad0868ae9033d1ca8108bdaec82_net/ipv4/tcp.c_tcp_splice_state,ccf7abb93af09ad0868ae9033d1ca8108bdaec82,2/3/2017 22:59,2017,CVE-2017-6214,2017,835,Other,316450502,ker1166p,default,Struct,311,315,tcp_splice_state,143344102,net/ipv4/tcp.c,0,before,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,5,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_7926aff5c57b577ab0f43364ff0c59d968f6a414_drivers/net/usb/rtl8150.c_async_req,7926aff5c57b577ab0f43364ff0c59d968f6a414,2/4/2017 16:56,2017,CVE-2017-8069,2017,119,Memory Management,316451302,ker1168p,default,Struct,144,147,async_req,143344702,drivers/net/usb/rtl8150.c,0,before,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_2d6a0e9de03ee658a9adc3bfb2f0ca55dff1e478_drivers/net/usb/catc.c_catc,2d6a0e9de03ee658a9adc3bfb2f0ca55dff1e478,2/4/2017 16:57,2017,CVE-2017-8070,2017,119,Memory Management,316452502,ker1169p,default,Struct,160,198,catc,143345402,drivers/net/usb/catc.c,0,after,2,0,0,0,0,8,31,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,27,0,0,27,0,0,0,0,0,0,0,39,8,31,30,0,3,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_d199fab63c11998a602205f7ee7ff7c05c97164b_net/packet/af_packet.c_packet_mreq_max,d199fab63c11998a602205f7ee7ff7c05c97164b,2/14/2017 17:03,2017,CVE-2017-6346,2017,416,Memory Management,317488502,ker1178p,default,Struct,156,161,packet_mreq_max,143779402,net/packet/af_packet.c,0,before,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,6,0,6,5,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_1572e45a924f254d9570093abde46430c3172e3d_kernel/events/core.c_event_function_struct,1572e45a924f254d9570093abde46430c3172e3d,2/23/2017 6:04,2017,CVE-2017-18255,2017,190,Other,319303002,ker1183p,default,Struct,193,197,event_function_struct,144280002,kernel/events/core.c,0,before,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,5,0,5,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_99253eb750fda6a644d5188fb26c43bad8d5a745_net/ipv6/ip6mr.c_ip6mr_result,99253eb750fda6a644d5188fb26c43bad8d5a745,2/24/2017 8:29,2017,CVE-2017-18509,2017,20,Input Validation,321056002,ker1185p,default,Struct,79,81,ip6mr_result,144940102,net/ipv6/ip6mr.c,0,before,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_3b30460c5b0ed762be75a004e924ec3f8711e032_crypto/ccm.c_cbcmac_desc_ctx,3b30460c5b0ed762be75a004e924ec3f8711e032,2/27/2017 15:30,2017,CVE-2017-8065,2017,119,Memory Management,322949902,ker1186p,default,Struct,59,61,cbcmac_desc_ctx,145700102,crypto/ccm.c,0,before,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c4baad50297d84bde1a7ad45e50c73adae4a2192_drivers/char/virtio_console.c_console,c4baad50297d84bde1a7ad45e50c73adae4a2192,2/1/2017 8:02,2017,CVE-2017-8067,2017,119,Memory Management,323249402,ker1187p,default,Struct,84,102,console,145815202,drivers/char/virtio_console.c,0,before,2,0,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,19,3,6,5,0,10,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_c919a3069c775c1c876bec55e00b2305d5125caa_drivers/net/can/usb/gs_usb.c_gs_device_config,c919a3069c775c1c876bec55e00b2305d5125caa,2/24/2017 16:27,2017,CVE-2017-8066,2017,119,Memory Management,325423802,ker1188p,default,Struct,82,89,gs_device_config,146684802,drivers/net/can/usb/gs_usb.c,0,before,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,8,0,8,7,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
